RowId,200~Jaro-Winkler,200~BiGrams,200~TriGrams,200~Metaphone,201~Jaro-Winkler,201~BiGrams,201~TriGrams,201~Metaphone,202~Jaro-Winkler,202~BiGrams,202~TriGrams,202~Metaphone,203~Jaro-Winkler,203~BiGrams,203~TriGrams,203~Metaphone,204~Jaro-Winkler,204~BiGrams,204~TriGrams,204~Metaphone,205~Jaro-Winkler,205~BiGrams,205~TriGrams,205~Metaphone,206~PercentMatched,207~Jaro-Winkler,207~BiGrams,207~TriGrams,207~Metaphone,208~Jaro-Winkler,208~BiGrams,208~TriGrams,208~Metaphone,210~IsSameValue,211~IsSameValue,212~AreaMatching,213~AreaMatching
85.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.69,0.17,0.10,0.71,1.00,1.00,1.00,1.00,0.45,0.00,0.00,0.56,0.27,0.33,0.00,0.00,0.38,,,,,,,,0.00
86.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.61,0.25,0.15,0.63,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.87,0.41,0.00,0.00,0.35,,,,,,,,0.40
87.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.75,0.17,0.10,0.71,0.84,0.57,0.50,0.83,0.75,0.75,0.75,0.75,0.00,0.46,0.07,0.00,0.63,,,,,,,,0.44
88.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.66,0.17,0.10,0.68,0.95,0.67,0.60,0.94,0.75,0.75,0.75,0.75,0.87,0.41,0.00,0.00,0.35,,,,,,,,0.38
89.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.69,0.17,0.10,0.71,1.00,1.00,1.00,1.00,0.45,0.00,0.00,0.56,0.27,0.33,0.00,0.00,0.38,,,,,,,,0.40
90.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.69,0.17,0.10,0.71,1.00,1.00,1.00,1.00,0.45,0.00,0.00,0.56,0.27,0.33,0.00,0.00,0.38,,,,,,,,0.44
91.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.69,0.17,0.10,0.71,1.00,1.00,1.00,1.00,0.45,0.00,0.00,0.56,0.27,0.33,0.00,0.00,0.38,,,,,,,,0.45
92.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.69,0.17,0.10,0.71,1.00,1.00,1.00,1.00,0.75,0.75,0.75,0.75,1.00,0.46,0.07,0.00,0.63,,,,,,,,0.45
93.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.69,0.17,0.10,0.71,1.00,1.00,1.00,1.00,0.87,0.75,0.75,0.93,0.29,0.54,0.09,0.00,0.73,,,,,,,,0.44
94.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.69,0.17,0.10,0.71,1.00,1.00,1.00,1.00,0.75,0.75,0.75,0.75,1.00,0.46,0.07,0.00,0.63,,,,,,,,0.61
95.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.69,0.17,0.10,0.71,1.00,1.00,1.00,1.00,0.75,0.75,0.75,0.75,1.00,0.46,0.07,0.00,0.63,,,,,,,,0.62
96.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.69,0.17,0.10,0.71,1.00,1.00,1.00,1.00,0.87,0.75,0.75,0.93,0.62,0.54,0.09,0.00,0.73,,,,,,,,0.59
97.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.69,0.17,0.10,0.71,1.00,1.00,1.00,1.00,0.75,0.75,0.75,0.75,1.00,0.46,0.07,0.00,0.63,,,,,,,,0.40
98.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.69,0.17,0.10,0.71,1.00,1.00,1.00,1.00,0.75,0.75,0.75,0.75,1.00,0.46,0.07,0.00,0.63,,,,,,,,0.40
99.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.69,0.17,0.10,0.71,1.00,1.00,1.00,1.00,0.75,0.75,0.75,0.75,1.00,0.46,0.07,0.00,0.63,,,,,,,,0.40
100.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.69,0.17,0.10,0.71,1.00,1.00,1.00,1.00,0.75,0.75,0.75,0.75,1.00,0.46,0.07,0.00,0.63,,,,,,,,0.51
101.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.96,0.87,0.84,0.97,0.76,0.50,0.50,0.50,1.00,1.00,1.00,1.00,1.00,0.38,0.00,0.00,0.00,,,,,,,,0.53
102.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.69,0.17,0.10,0.71,1.00,1.00,1.00,1.00,0.45,0.00,0.00,0.56,0.27,0.33,0.00,0.00,0.38,,,,,,,,0.61
103.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.60,0.03,0.00,0.66,0.54,0.08,0.00,0.54,0.60,0.03,0.00,0.66,0.13,0.54,0.08,0.00,0.54,,,,,,,,0.61
104.00,0.98,0.90,0.88,0.94,0.97,0.80,0.75,0.89,1.00,1.00,1.00,1.00,0.38,0.00,0.00,0.46,0.46,0.11,0.00,0.46,0.57,0.05,0.00,0.55,0.00,0.53,0.05,0.00,0.53,0.40,0.00,0.00,0.50,0.00,0.00,0.04,0.40
105.00,0.98,0.90,0.88,0.94,0.97,0.80,0.75,0.89,1.00,1.00,1.00,1.00,,,,,,,,,,,,,,,,,,0.53,0.13,0.07,0.44,0.00,0.00,0.04,0.69
106.00,0.97,0.80,0.75,0.94,0.97,0.80,0.75,0.89,0.97,0.80,0.75,1.00,0.52,0.06,0.00,0.56,0.48,0.19,0.09,0.63,0.66,0.13,0.02,0.70,0.00,0.64,0.11,0.00,0.60,0.49,0.07,0.00,0.61,0.00,0.00,0.04,0.54
107.00,1.00,1.00,1.00,1.00,0.73,0.60,0.56,0.67,1.00,1.00,1.00,1.00,,,,,,,,,0.50,0.11,0.00,0.62,0.00,0.46,0.14,0.00,0.64,0.53,0.13,0.07,0.44,0.00,0.00,0.04,0.00
108.00,0.98,0.90,0.88,0.94,0.97,0.80,0.75,0.89,1.00,1.00,1.00,1.00,0.57,0.05,0.00,0.55,0.53,0.05,0.00,0.53,0.52,0.06,0.00,0.56,0.00,0.48,0.19,0.09,0.63,0.53,0.13,0.07,0.44,0.00,0.00,0.04,0.62
109.00,0.98,0.90,0.88,0.94,0.97,0.80,0.75,0.89,1.00,1.00,1.00,1.00,0.38,0.00,0.00,0.46,0.46,0.11,0.00,0.46,0.57,0.05,0.00,0.55,0.00,0.53,0.05,0.00,0.53,0.40,0.00,0.00,0.50,0.00,0.00,0.00,0.67
110.00,0.98,0.90,0.88,0.94,0.97,0.80,0.75,0.89,1.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.52,0.06,0.00,0.56,0.00,0.48,0.19,0.09,0.63,0.53,0.13,0.07,0.44,0.00,0.00,0.04,0.62
111.00,0.97,0.80,0.75,0.94,0.97,0.80,0.75,0.89,0.97,0.80,0.75,1.00,0.52,0.06,0.00,0.56,0.48,0.19,0.09,0.63,0.66,0.13,0.02,0.70,0.00,0.64,0.11,0.00,0.60,0.49,0.07,0.00,0.61,0.00,0.00,0.04,0.62
112.00,0.98,0.90,0.88,0.94,0.97,0.80,0.75,0.89,1.00,1.00,1.00,1.00,0.38,0.00,0.00,0.46,0.46,0.11,0.00,0.46,0.57,0.05,0.00,0.55,0.00,0.53,0.05,0.00,0.53,0.40,0.00,0.00,0.50,0.00,0.00,0.04,0.62
113.00,0.97,0.80,0.75,0.94,0.97,0.80,0.75,0.89,0.97,0.80,0.75,1.00,0.52,0.06,0.00,0.56,0.48,0.19,0.09,0.63,0.66,0.13,0.02,0.70,0.00,0.64,0.11,0.00,0.60,0.49,0.07,0.00,0.61,0.00,0.00,0.04,0.53
114.00,0.97,0.80,0.75,0.94,0.97,0.80,0.75,0.89,0.97,0.80,0.75,1.00,0.52,0.06,0.00,0.56,0.48,0.19,0.09,0.63,0.66,0.13,0.02,0.70,0.00,0.64,0.11,0.00,0.60,0.49,0.07,0.00,0.61,0.00,0.00,0.04,0.75
115.00,0.98,0.90,0.88,0.94,0.97,0.80,0.75,0.89,1.00,1.00,1.00,1.00,0.38,0.00,0.00,0.46,0.46,0.11,0.00,0.46,0.57,0.05,0.00,0.55,0.00,0.53,0.05,0.00,0.53,0.40,0.00,0.00,0.50,0.00,0.00,0.04,0.67
116.00,0.98,0.90,0.88,0.94,0.97,0.80,0.75,0.89,1.00,1.00,1.00,1.00,0.38,0.00,0.00,0.46,0.46,0.11,0.00,0.46,0.57,0.05,0.00,0.55,0.00,0.53,0.05,0.00,0.53,0.40,0.00,0.00,0.50,0.00,0.00,0.00,0.45
117.00,0.97,0.80,0.75,0.94,0.97,0.80,0.75,0.89,0.97,0.80,0.75,1.00,0.52,0.06,0.00,0.56,0.48,0.19,0.09,0.63,0.66,0.13,0.02,0.70,0.00,0.64,0.11,0.00,0.60,0.49,0.07,0.00,0.61,0.00,0.00,0.04,0.62
118.00,0.98,0.90,0.88,0.94,0.97,0.80,0.75,0.89,1.00,1.00,1.00,1.00,0.49,0.00,0.00,0.55,0.56,0.11,0.00,0.55,,,,,,,,,,0.53,0.13,0.07,0.44,0.00,0.00,0.04,0.67
119.00,1.00,1.00,1.00,1.00,0.73,0.60,0.56,0.67,1.00,1.00,1.00,1.00,,,,,,,,,0.50,0.11,0.00,0.62,0.00,0.46,0.14,0.00,0.64,0.53,0.13,0.07,0.44,0.00,0.00,0.04,0.62
120.00,0.98,0.90,0.88,0.94,0.97,0.80,0.75,0.89,1.00,1.00,1.00,1.00,0.38,0.00,0.00,0.46,0.46,0.11,0.00,0.46,0.57,0.05,0.00,0.55,0.00,0.53,0.05,0.00,0.53,0.40,0.00,0.00,0.50,0.00,0.00,0.04,0.67
121.00,0.98,0.90,0.88,0.94,0.97,0.80,0.75,0.89,1.00,1.00,1.00,1.00,0.38,0.00,0.00,0.46,0.46,0.11,0.00,0.46,0.57,0.05,0.00,0.55,0.00,0.53,0.05,0.00,0.53,0.40,0.00,0.00,0.50,0.00,0.00,0.00,0.68
122.00,0.98,0.90,0.88,0.94,0.97,0.80,0.75,0.89,1.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.52,0.06,0.00,0.56,0.00,0.48,0.19,0.09,0.63,0.53,0.13,0.07,0.44,0.00,0.00,0.04,0.53
123.00,1.00,1.00,1.00,1.00,0.73,0.60,0.56,0.67,1.00,1.00,1.00,1.00,0.38,0.00,0.00,0.46,0.46,0.11,0.00,0.46,0.64,0.09,0.00,0.80,0.00,0.50,0.13,0.00,0.63,0.53,0.13,0.07,0.44,0.00,0.00,0.04,0.53
124.00,0.98,0.90,0.88,0.94,0.97,0.80,0.75,0.89,1.00,1.00,1.00,1.00,0.38,0.00,0.00,0.38,0.46,0.11,0.00,0.42,,,,,,,,,,0.48,0.07,0.00,0.44,0.00,0.00,0.04,0.41
125.00,0.98,0.90,0.88,0.94,0.73,0.60,0.56,0.67,1.00,1.00,1.00,1.00,0.38,0.00,0.00,0.00,0.41,0.05,0.00,0.34,,,,,,,,,,0.48,0.07,0.00,0.44,0.00,0.00,0.04,
126.00,0.98,0.90,0.88,0.94,0.97,0.80,0.75,0.89,1.00,1.00,1.00,1.00,0.38,0.00,0.00,0.46,0.46,0.11,0.00,0.46,0.57,0.05,0.00,0.55,0.00,0.53,0.05,0.00,0.53,0.40,0.00,0.00,0.50,0.00,0.00,0.04,0.54
127.00,0.98,0.90,0.88,0.94,0.97,0.80,0.75,0.89,1.00,1.00,1.00,1.00,0.38,0.00,0.00,0.46,0.46,0.11,0.00,0.46,0.38,0.00,0.00,0.00,0.00,0.41,0.05,0.00,0.34,0.53,0.13,0.07,0.44,0.00,0.00,0.04,
128.00,0.98,0.90,0.88,0.94,0.97,0.80,0.75,0.89,1.00,1.00,1.00,1.00,0.38,0.00,0.00,0.46,0.46,0.11,0.00,0.46,0.57,0.05,0.00,0.55,0.00,0.53,0.05,0.00,0.53,0.40,0.00,0.00,0.50,0.00,0.00,0.00,0.62
129.00,0.98,0.90,0.88,0.94,0.97,0.80,0.75,0.89,1.00,1.00,1.00,1.00,0.38,0.00,0.00,0.46,0.46,0.11,0.00,0.46,0.57,0.05,0.00,0.55,0.00,0.53,0.05,0.00,0.53,0.40,0.00,0.00,0.50,0.00,0.00,0.00,0.67
130.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.40,0.00,0.00,0.38,0.42,0.00,0.00,0.42,0.44,0.00,0.00,0.74,0.00,0.55,0.04,0.00,0.57,,,,,,,,0.62
131.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.40,0.00,0.00,0.38,0.42,0.00,0.00,0.42,0.44,0.00,0.00,0.74,0.00,0.55,0.04,0.00,0.57,,,,,,,,0.58
132.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.40,0.00,0.00,0.38,0.42,0.00,0.00,0.42,0.49,0.00,0.00,0.46,0.00,0.40,0.06,0.00,0.40,,,,,,,,0.75
133.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.40,0.00,0.00,0.38,0.42,0.00,0.00,0.42,0.44,0.00,0.00,0.74,0.00,0.55,0.04,0.00,0.57,,,,,,,,
134.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.40,0.00,0.00,0.38,0.42,0.00,0.00,0.42,0.44,0.00,0.00,0.74,0.00,0.55,0.04,0.00,0.57,,,,,,,,0.62
135.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.40,0.00,0.00,0.38,0.42,0.00,0.00,0.42,0.44,0.00,0.00,0.74,0.00,0.55,0.04,0.00,0.57,,,,,,,,0.44
136.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.40,0.00,0.00,0.38,0.42,0.00,0.00,0.42,0.44,0.00,0.00,0.74,0.00,0.55,0.04,0.00,0.57,,,,,,,,0.53
137.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.40,0.00,0.00,0.38,0.42,0.00,0.00,0.42,0.44,0.00,0.00,0.74,0.00,0.55,0.04,0.00,0.57,,,,,,,,
138.00,0.96,0.75,0.71,0.92,1.00,1.00,1.00,1.00,0.91,0.50,0.43,0.83,0.51,0.16,0.05,0.53,0.43,0.04,0.00,0.41,0.65,0.14,0.04,0.80,0.33,0.60,0.09,0.00,0.64,,,,,,,,0.53
139.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.40,0.00,0.00,0.38,0.42,0.00,0.00,0.42,0.44,0.00,0.00,0.74,0.00,0.55,0.04,0.00,0.57,,,,,,,,
140.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.40,0.00,0.00,0.38,0.42,0.00,0.00,0.42,0.49,0.00,0.00,0.46,0.00,0.40,0.06,0.00,0.40,,,,,,,,0.67
141.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.40,0.00,0.00,0.38,0.42,0.00,0.00,0.42,0.44,0.00,0.00,0.74,0.00,0.55,0.04,0.00,0.57,,,,,,,,0.67
142.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.40,0.00,0.00,0.38,0.42,0.00,0.00,0.42,0.44,0.00,0.00,0.74,0.00,0.55,0.04,0.00,0.57,,,,,,,,0.52
143.00,1.00,1.00,1.00,1.00,0.75,0.75,0.75,0.75,1.00,1.00,1.00,1.00,0.47,0.13,0.00,0.52,0.39,0.00,0.00,0.43,0.52,0.02,0.00,0.50,0.20,0.51,0.00,0.00,0.54,,,,,,,,0.67
144.00,0.96,0.79,0.75,0.94,1.00,1.00,1.00,1.00,0.93,0.57,0.50,0.89,0.26,0.00,0.00,0.25,0.73,0.55,0.50,0.89,0.54,0.03,0.00,0.60,0.00,0.56,0.05,0.00,0.59,,,,,,,,
145.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.40,0.00,0.00,0.38,0.42,0.00,0.00,0.42,0.44,0.00,0.00,0.74,0.00,0.55,0.04,0.00,0.57,,,,,,,,0.64
146.00,1.00,1.00,1.00,1.00,0.75,0.75,0.75,0.75,1.00,1.00,1.00,1.00,0.53,0.08,0.00,0.60,0.76,0.54,0.50,0.83,0.41,0.00,0.00,0.54,0.13,0.47,0.06,0.00,0.50,,,,,,,,0.48
147.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.40,0.00,0.00,0.38,0.42,0.00,0.00,0.42,0.44,0.00,0.00,0.74,0.00,0.55,0.04,0.00,0.57,,,,,,,,0.67
148.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.40,0.00,0.00,0.38,0.42,0.00,0.00,0.42,0.44,0.00,0.00,0.74,0.00,0.55,0.04,0.00,0.57,,,,,,,,
149.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.40,0.00,0.00,0.38,0.42,0.00,0.00,0.42,0.44,0.00,0.00,0.74,0.00,0.55,0.04,0.00,0.57,,,,,,,,
150.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.53,0.08,0.00,0.60,0.76,0.54,0.50,0.83,1.00,1.00,1.00,1.00,1.00,0.56,0.04,0.00,0.78,,,,,,,,0.54
151.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.40,0.00,0.00,0.38,0.42,0.00,0.00,0.42,0.44,0.00,0.00,0.74,0.00,0.55,0.04,0.00,0.57,,,,,,,,0.83
152.00,0.96,0.79,0.75,0.94,1.00,1.00,1.00,1.00,0.93,0.57,0.50,0.89,0.26,0.00,0.00,0.25,0.73,0.55,0.50,0.89,0.54,0.03,0.00,0.60,0.00,0.56,0.05,0.00,0.59,,,,,,,,0.52
153.00,0.95,0.72,0.69,0.79,1.00,1.00,1.00,1.00,0.90,0.44,0.38,0.58,0.49,0.04,0.00,0.52,0.47,0.04,0.00,0.49,0.57,0.13,0.03,0.47,0.00,0.67,0.14,0.00,0.58,,,,,,,,0.62
154.00,0.96,0.75,0.71,0.92,1.00,1.00,1.00,1.00,0.91,0.50,0.43,0.83,0.40,0.00,0.00,0.48,0.00,0.00,0.00,0.36,0.53,0.06,0.00,0.63,0.13,0.61,0.08,0.00,0.59,,,,,,,,0.62
155.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.40,0.00,0.00,0.38,0.42,0.00,0.00,0.42,0.44,0.00,0.00,0.74,0.00,0.55,0.04,0.00,0.57,,,,,,,,0.67
156.00,0.96,0.79,0.75,0.94,1.00,1.00,1.00,1.00,0.93,0.57,0.50,0.89,0.26,0.00,0.00,0.25,0.73,0.55,0.50,0.89,0.54,0.03,0.00,0.60,0.00,0.56,0.05,0.00,0.59,,,,,,,,0.62
157.00,1.00,1.00,1.00,1.00,0.75,0.75,0.75,0.75,1.00,1.00,1.00,1.00,0.47,0.13,0.00,0.52,0.39,0.00,0.00,0.43,0.51,0.03,0.00,0.47,0.27,0.59,0.04,0.00,0.65,,,,,,,,0.53
158.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.40,0.00,0.00,0.38,0.42,0.00,0.00,0.42,0.44,0.00,0.00,0.74,0.00,0.55,0.04,0.00,0.57,,,,,,,,0.52
159.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.40,0.00,0.00,0.38,0.42,0.00,0.00,0.42,0.44,0.00,0.00,0.74,0.00,0.55,0.04,0.00,0.57,,,,,,,,0.53
160.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.40,0.00,0.00,0.38,0.42,0.00,0.00,0.42,0.44,0.00,0.00,0.74,0.00,0.55,0.04,0.00,0.57,,,,,,,,0.62
161.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.40,0.00,0.00,0.38,0.42,0.00,0.00,0.42,0.44,0.00,0.00,0.74,0.00,0.55,0.04,0.00,0.57,,,,,,,,0.62
162.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.40,0.00,0.00,0.38,0.42,0.00,0.00,0.42,0.44,0.00,0.00,0.74,0.00,0.55,0.04,0.00,0.57,,,,,,,,0.53
163.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.40,0.00,0.00,0.38,0.42,0.00,0.00,0.42,0.44,0.00,0.00,0.74,0.00,0.55,0.04,0.00,0.57,,,,,,,,0.67
164.00,1.00,1.00,1.00,1.00,0.75,0.75,0.75,0.75,1.00,1.00,1.00,1.00,0.47,0.13,0.00,0.52,0.39,0.00,0.00,0.43,0.52,0.02,0.00,0.50,0.20,0.51,0.00,0.00,0.54,,,,,,,,0.54
165.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.40,0.00,0.00,0.38,0.42,0.00,0.00,0.42,0.44,0.00,0.00,0.74,0.00,0.55,0.04,0.00,0.57,,,,,,,,0.67
166.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.71,0.31,0.27,0.73,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.36,0.00,0.00,0.58,,,,,,,,0.62
167.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.40,0.00,0.00,0.38,0.42,0.00,0.00,0.42,0.44,0.00,0.00,0.74,0.00,0.55,0.04,0.00,0.57,,,,,,,,0.55
168.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.40,0.00,0.00,0.38,0.42,0.00,0.00,0.42,0.44,0.00,0.00,0.74,0.00,0.55,0.04,0.00,0.57,,,,,,,,0.65
169.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.40,0.00,0.00,0.38,0.42,0.00,0.00,0.42,0.49,0.00,0.00,0.46,0.00,0.40,0.06,0.00,0.40,,,,,,,,0.65
170.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.40,0.00,0.00,0.38,0.42,0.00,0.00,0.42,0.44,0.00,0.00,0.74,0.00,0.55,0.04,0.00,0.57,,,,,,,,0.65
171.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.40,0.00,0.00,0.38,0.42,0.00,0.00,0.42,0.44,0.00,0.00,0.74,0.00,0.55,0.04,0.00,0.57,,,,,,,,0.65
172.00,0.96,0.75,0.71,0.92,1.00,1.00,1.00,1.00,0.91,0.50,0.43,0.83,0.51,0.16,0.05,0.53,0.43,0.04,0.00,0.41,0.65,0.14,0.04,0.80,0.33,0.60,0.09,0.00,0.64,,,,,,,,0.65
173.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.40,0.00,0.00,0.38,0.42,0.00,0.00,0.42,0.44,0.00,0.00,0.74,0.00,0.55,0.04,0.00,0.57,,,,,,,,0.40
174.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.53,0.08,0.00,0.60,0.76,0.54,0.50,0.83,1.00,1.00,1.00,1.00,1.00,0.55,0.04,0.00,0.72,,,,,,,,0.61
175.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.40,0.00,0.00,0.38,0.42,0.00,0.00,0.42,0.44,0.00,0.00,0.74,0.00,0.55,0.04,0.00,0.57,,,,,,,,0.69
176.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.40,0.00,0.00,0.38,0.42,0.00,0.00,0.42,0.49,0.00,0.00,0.46,0.00,0.40,0.06,0.00,0.40,,,,,,,,0.69
177.00,0.96,0.75,0.71,0.92,1.00,1.00,1.00,1.00,0.91,0.50,0.43,0.83,0.71,0.22,0.03,0.78,0.81,0.55,0.50,0.96,0.53,0.06,0.00,0.63,0.13,0.61,0.08,0.00,0.59,,,,,,,,0.69
178.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.40,0.00,0.00,0.38,0.42,0.00,0.00,0.42,0.49,0.00,0.00,0.46,0.00,0.40,0.06,0.00,0.40,,,,,,,,0.69
179.00,0.96,0.79,0.75,0.92,0.75,0.75,0.75,0.75,0.93,0.57,0.50,0.83,0.61,0.11,0.03,0.66,0.54,0.09,0.00,0.61,0.51,0.09,0.00,0.61,0.20,0.52,0.04,0.00,0.51,,,,,,,,0.61
180.00,0.96,0.75,0.71,0.92,1.00,1.00,1.00,1.00,0.91,0.50,0.43,0.83,0.59,0.04,0.00,0.38,0.24,0.00,0.00,0.23,0.59,0.04,0.00,0.38,0.00,0.24,0.00,0.00,0.23,,,,,,,,0.69
181.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.40,0.00,0.00,0.38,0.42,0.00,0.00,0.42,0.44,0.00,0.00,0.74,0.00,0.55,0.04,0.00,0.57,,,,,,,,0.61
182.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.40,0.00,0.00,0.38,0.42,0.00,0.00,0.42,0.44,0.00,0.00,0.74,0.00,0.55,0.04,0.00,0.57,,,,,,,,0.69
183.00,1.00,1.00,1.00,1.00,0.75,0.75,0.75,0.75,1.00,1.00,1.00,1.00,0.47,0.13,0.00,0.52,0.39,0.00,0.00,0.43,0.52,0.02,0.00,0.50,0.20,0.51,0.00,0.00,0.54,,,,,,,,0.69
184.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.57,0.04,0.00,0.63,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.55,0.04,0.00,0.72,,,,,,,,0.61
185.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.40,0.00,0.00,0.38,0.42,0.00,0.00,0.42,0.49,0.00,0.00,0.46,0.00,0.40,0.06,0.00,0.40,,,,,,,,0.69
